# Chi2 Rg SupportVolume
4.70333e+03 8.57117e+01 2.29997e+06
4.11303e+03 8.79920e+01 2.29997e+06
4.03947e+03 8.88462e+01 2.29997e+06
3.97379e+03 8.86785e+01 2.29997e+06
3.91011e+03 8.83200e+01 2.29997e+06
3.84979e+03 8.79597e+01 2.29997e+06
3.79278e+03 8.73546e+01 2.29997e+06
3.73873e+03 8.66395e+01 2.29997e+06
3.68606e+03 8.58712e+01 2.29997e+06
3.63511e+03 8.52067e+01 2.29997e+06
3.58730e+03 8.45894e+01 2.29997e+06
3.54139e+03 8.40420e+01 2.29997e+06
3.49688e+03 8.34768e+01 2.29997e+06
3.45422e+03 8.29415e+01 2.29997e+06
3.41281e+03 8.24282e+01 2.29997e+06
3.37337e+03 8.19722e+01 2.29997e+06
3.33570e+03 8.15187e+01 2.29997e+06
3.29905e+03 8.10624e+01 2.29997e+06
3.26273e+03 8.06079e+01 2.29997e+06
3.22722e+03 8.01906e+01 2.29997e+06
3.19286e+03 7.97972e+01 2.29997e+06
3.15881e+03 7.94273e+01 2.29997e+06
3.12454e+03 7.90749e+01 2.29997e+06
3.09076e+03 7.87592e+01 2.29997e+06
3.05721e+03 7.84704e+01 2.29997e+06
3.02369e+03 7.82025e+01 2.29997e+06
2.99048e+03 7.79412e+01 2.29997e+06
2.95744e+03 7.76474e+01 2.29997e+06
2.92514e+03 7.73659e+01 2.29997e+06
2.89348e+03 7.71104e+01 2.29997e+06
2.86187e+03 7.68737e+01 2.29997e+06
2.83021e+03 7.66754e+01 2.29997e+06
2.79882e+03 7.65144e+01 2.29997e+06
2.76826e+03 7.64025e+01 2.29997e+06
2.73784e+03 7.62988e+01 2.29997e+06
2.70821e+03 7.61963e+01 2.29997e+06
2.67928e+03 7.60903e+01 2.29997e+06
2.65057e+03 7.59746e+01 2.29997e+06
2.62292e+03 7.58663e+01 2.29997e+06
2.59602e+03 7.57640e+01 2.29997e+06
2.56939e+03 7.56659e+01 2.29997e+06
2.54306e+03 7.55706e+01 2.29997e+06
2.51681e+03 7.54739e+01 2.29997e+06
2.49067e+03 7.53749e+01 2.29997e+06
2.46538e+03 7.52867e+01 2.29997e+06
2.44088e+03 7.51963e+01 2.29997e+06
2.41701e+03 7.51086e+01 2.29997e+06
2.39378e+03 7.50198e+01 2.29997e+06
2.37044e+03 7.49430e+01 2.29997e+06
2.34737e+03 7.48804e+01 2.29997e+06
2.32437e+03 7.48172e+01 2.29997e+06
2.30141e+03 7.47493e+01 2.29997e+06
2.27874e+03 7.46842e+01 2.29997e+06
2.25657e+03 7.46358e+01 2.29997e+06
2.23451e+03 7.45885e+01 2.29997e+06
2.21253e+03 7.45419e+01 2.29997e+06
2.19049e+03 7.45005e+01 2.29997e+06
2.16860e+03 7.44629e+01 2.29997e+06
2.14727e+03 7.44194e+01 2.29997e+06
2.12661e+03 7.43872e+01 2.29997e+06
2.10610e+03 7.43508e+01 2.29997e+06
2.08569e+03 7.43078e+01 2.29997e+06
2.06562e+03 7.42621e+01 2.29997e+06
2.04571e+03 7.42173e+01 2.29997e+06
2.02606e+03 7.41652e+01 2.29997e+06
2.00694e+03 7.41057e+01 2.29997e+06
1.98779e+03 7.40471e+01 2.29997e+06
1.96849e+03 7.39894e+01 2.29997e+06
1.94958e+03 7.39279e+01 2.29997e+06
1.93085e+03 7.38670e+01 2.29997e+06
1.91258e+03 7.38062e+01 2.29997e+06
1.89467e+03 7.37439e+01 2.29997e+06
1.87704e+03 7.36781e+01 2.29997e+06
1.85951e+03 7.36118e+01 2.29997e+06
1.84202e+03 7.35464e+01 2.29997e+06
1.82448e+03 7.34818e+01 2.29997e+06
1.80699e+03 7.34207e+01 2.29997e+06
1.79005e+03 7.33587e+01 2.29997e+06
1.77324e+03 7.33000e+01 2.29997e+06
1.75668e+03 7.32440e+01 2.29997e+06
1.74033e+03 7.31875e+01 2.29997e+06
1.72431e+03 7.31273e+01 2.29997e+06
1.70841e+03 7.30657e+01 2.29997e+06
1.69244e+03 7.30035e+01 2.29997e+06
1.67657e+03 7.29390e+01 2.29997e+06
1.66078e+03 7.28761e+01 2.29997e+06
1.64526e+03 7.28198e+01 2.29997e+06
1.63000e+03 7.27706e+01 2.29997e+06
1.61490e+03 7.27198e+01 2.29997e+06
1.59975e+03 7.26689e+01 2.29997e+06
1.58452e+03 7.26183e+01 2.29997e+06
1.56935e+03 7.25708e+01 2.29997e+06
1.55414e+03 7.25244e+01 2.29997e+06
1.53935e+03 7.24850e+01 2.29997e+06
1.52455e+03 7.24465e+01 2.29997e+06
1.50972e+03 7.24088e+01 2.29997e+06
1.49500e+03 7.23734e+01 2.29997e+06
1.48032e+03 7.23379e+01 2.29997e+06
1.46575e+03 7.23067e+01 2.29997e+06
1.45125e+03 7.22797e+01 2.29997e+06
1.43695e+03 7.22593e+01 2.29997e+06
1.42285e+03 7.22410e+01 2.29997e+06
1.40902e+03 7.22230e+01 2.29997e+06
1.39553e+03 7.22036e+01 2.29997e+06
1.38223e+03 7.21820e+01 2.29997e+06
1.36905e+03 7.21639e+01 2.29997e+06
1.35585e+03 7.21455e+01 2.29997e+06
1.34277e+03 7.21290e+01 2.29997e+06
1.32993e+03 7.21114e+01 2.29997e+06
1.31721e+03 7.20924e+01 2.29997e+06
1.30456e+03 7.20713e+01 2.29997e+06
1.29190e+03 7.20495e+01 2.29997e+06
1.27935e+03 7.20266e+01 2.29997e+06
1.26684e+03 7.20023e+01 2.29997e+06
1.25441e+03 7.19773e+01 2.29997e+06
1.24204e+03 7.19537e+01 2.29997e+06
1.22969e+03 7.19314e+01 2.29997e+06
1.21733e+03 7.19092e+01 2.29997e+06
1.20516e+03 7.18846e+01 2.29997e+06
1.19315e+03 7.18607e+01 2.29997e+06
1.18117e+03 7.18370e+01 2.29997e+06
1.16954e+03 7.18160e+01 2.29997e+06
1.15810e+03 7.17958e+01 2.29997e+06
1.14685e+03 7.17760e+01 2.29997e+06
1.13569e+03 7.17559e+01 2.29997e+06
1.12469e+03 7.17350e+01 2.29997e+06
1.11391e+03 7.17108e+01 2.29997e+06
1.10333e+03 7.16853e+01 2.29997e+06
1.09288e+03 7.16599e+01 2.29997e+06
1.08257e+03 7.16366e+01 2.29997e+06
1.07231e+03 7.16154e+01 2.29997e+06
1.06213e+03 7.15961e+01 2.29997e+06
1.05212e+03 7.15790e+01 2.29997e+06
1.04230e+03 7.15599e+01 2.29997e+06
1.03262e+03 7.15394e+01 2.29997e+06
1.02317e+03 7.15167e+01 2.29997e+06
1.01374e+03 7.14934e+01 2.29997e+06
1.00434e+03 7.14700e+01 2.29997e+06
9.94978e+02 7.14468e+01 2.29997e+06
9.85680e+02 7.14235e+01 2.29997e+06
9.76508e+02 7.13995e+01 2.29997e+06
9.67350e+02 7.13756e+01 2.29997e+06
9.58554e+02 7.13478e+01 2.29997e+06
9.49843e+02 7.13194e+01 2.29997e+06
9.41235e+02 7.12917e+01 2.29997e+06
9.32727e+02 7.12643e+01 2.29997e+06
9.24241e+02 7.12370e+01 2.29997e+06
9.15804e+02 7.12092e+01 2.29997e+06
9.07499e+02 7.11800e+01 2.29997e+06
8.99446e+02 7.11529e+01 2.29997e+06
8.91535e+02 7.11244e+01 2.29997e+06
8.83822e+02 7.10943e+01 2.29997e+06
8.76209e+02 7.10669e+01 2.29997e+06
8.68673e+02 7.10391e+01 2.29997e+06
8.61191e+02 7.10109e+01 2.29997e+06
8.53723e+02 7.09826e+01 2.29997e+06
8.46269e+02 7.09545e+01 2.29997e+06
8.38844e+02 7.09258e+01 2.29997e+06
8.31453e+02 7.08967e+01 2.29997e+06
8.24080e+02 7.08704e+01 2.29997e+06
8.16837e+02 7.08432e+01 2.29997e+06
8.09678e+02 7.08155e+01 2.29997e+06
8.02546e+02 7.07875e+01 2.29997e+06
7.95454e+02 7.07587e+01 2.29997e+06
7.88391e+02 7.07295e+01 2.29997e+06
7.81477e+02 7.06988e+01 2.29997e+06
7.74641e+02 7.06675e+01 2.29997e+06
7.67912e+02 7.06355e+01 2.29997e+06
7.61200e+02 7.06036e+01 2.29997e+06
7.54590e+02 7.05710e+01 2.29997e+06
7.48059e+02 7.05377e+01 2.29997e+06
7.41545e+02 7.05046e+01 2.29997e+06
7.35050e+02 7.04715e+01 2.29997e+06
7.28608e+02 7.04389e+01 2.29997e+06
7.22249e+02 7.04069e+01 2.29997e+06
7.16047e+02 7.03758e+01 2.29997e+06
7.09886e+02 7.03448e+01 2.29997e+06
7.03779e+02 7.03141e+01 2.29997e+06
6.97765e+02 7.02837e+01 2.29997e+06
6.91846e+02 7.02529e+01 2.29997e+06
6.86055e+02 7.02243e+01 2.29997e+06
6.80377e+02 7.01965e+01 2.29997e+06
6.74728e+02 7.01688e+01 2.29997e+06
6.69277e+02 7.01407e+01 2.29997e+06
6.63917e+02 7.01122e+01 2.29997e+06
6.58575e+02 7.00839e+01 2.29997e+06
6.53388e+02 7.00581e+01 2.29997e+06
6.48250e+02 7.00334e+01 2.29997e+06
6.43169e+02 7.00090e+01 2.29997e+06
6.38187e+02 6.99847e+01 2.29997e+06
6.33328e+02 6.99604e+01 2.29997e+06
6.28486e+02 6.99363e+01 2.29997e+06
6.23660e+02 6.99122e+01 2.29997e+06
6.18849e+02 6.98883e+01 2.29997e+06
6.14063e+02 6.98640e+01 2.29997e+06
6.09294e+02 6.98398e+01 2.29997e+06
6.04542e+02 6.98157e+01 2.29997e+06
5.99806e+02 6.97918e+01 2.29997e+06
5.95085e+02 6.97679e+01 2.29997e+06
5.90404e+02 6.97442e+01 2.29997e+06
5.85784e+02 6.97208e+01 2.29997e+06
5.81180e+02 6.96974e+01 2.29997e+06
5.76599e+02 6.96741e+01 2.29997e+06
5.72108e+02 6.96503e+01 2.29997e+06
5.67633e+02 6.96265e+01 2.29997e+06
5.63173e+02 6.96029e+01 2.29997e+06
5.58728e+02 6.95793e+01 2.29997e+06
5.54353e+02 6.95567e+01 2.29997e+06
5.50018e+02 6.95345e+01 2.29997e+06
5.45746e+02 6.95126e+01 2.29997e+06
5.41523e+02 6.94910e+01 2.29997e+06
5.37318e+02 6.94695e+01 2.29997e+06
5.33141e+02 6.94482e+01 2.29997e+06
5.29116e+02 6.94292e+01 2.29997e+06
5.25140e+02 6.94106e+01 2.29997e+06
5.21192e+02 6.93924e+01 2.29997e+06
5.17274e+02 6.93744e+01 2.29997e+06
5.13373e+02 6.93565e+01 2.29997e+06
5.09487e+02 6.93386e+01 2.29997e+06
5.05616e+02 6.93207e+01 2.29997e+06
5.01761e+02 6.93030e+01 2.29997e+06
