# Chi2 Rg SupportVolume
4.70647e+03 3.06984e+01 2.29997e+06
4.11088e+03 3.33639e+01 2.29997e+06
4.03551e+03 3.41201e+01 2.29997e+06
3.96250e+03 3.44853e+01 2.29997e+06
3.89137e+03 3.41363e+01 2.29997e+06
3.82302e+03 3.33835e+01 2.29997e+06
3.75839e+03 3.17975e+01 2.29997e+06
3.69611e+03 2.97438e+01 2.29997e+06
3.63565e+03 2.77990e+01 2.29997e+06
3.57571e+03 2.53849e+01 2.29997e+06
3.51573e+03 2.28423e+01 2.29997e+06
3.45633e+03 2.02743e+01 2.29997e+06
3.39895e+03 1.78182e+01 2.29997e+06
3.34244e+03 1.50931e+01 2.29997e+06
3.28727e+03 1.20777e+01 2.29997e+06
3.23304e+03 8.52886e+00 2.29997e+06
3.18035e+03 3.79831e+00 2.29997e+06
3.12789e+03 -5.85163e+00 2.29997e+06
3.07672e+03 -8.76527e+00 2.29997e+06
3.02705e+03 -1.08869e+01 2.29997e+06
2.97797e+03 -1.25033e+01 2.29997e+06
2.92984e+03 -1.38623e+01 2.29997e+06
2.88250e+03 -1.50150e+01 2.29997e+06
2.83605e+03 -1.60288e+01 2.29997e+06
2.79000e+03 -1.68129e+01 2.29997e+06
2.74567e+03 -1.74440e+01 2.29997e+06
2.70340e+03 -1.80578e+01 2.29997e+06
2.66245e+03 -1.86003e+01 2.29997e+06
2.62320e+03 -1.90435e+01 2.29997e+06
2.58516e+03 -1.93855e+01 2.29997e+06
2.54798e+03 -1.97451e+01 2.29997e+06
2.51181e+03 -2.00424e+01 2.29997e+06
2.47632e+03 -2.02741e+01 2.29997e+06
2.44129e+03 -2.04126e+01 2.29997e+06
2.40637e+03 -2.05132e+01 2.29997e+06
2.37165e+03 -2.06249e+01 2.29997e+06
2.33812e+03 -2.07506e+01 2.29997e+06
2.30476e+03 -2.08458e+01 2.29997e+06
2.27230e+03 -2.09073e+01 2.29997e+06
2.24087e+03 -2.09508e+01 2.29997e+06
2.21050e+03 -2.09713e+01 2.29997e+06
2.18107e+03 -2.09943e+01 2.29997e+06
2.15238e+03 -2.10165e+01 2.29997e+06
2.12483e+03 -2.10357e+01 2.29997e+06
2.09775e+03 -2.10537e+01 2.29997e+06
2.07054e+03 -2.10719e+01 2.29997e+06
2.04365e+03 -2.10885e+01 2.29997e+06
2.01715e+03 -2.11142e+01 2.29997e+06
1.99120e+03 -2.11197e+01 2.29997e+06
1.96584e+03 -2.11498e+01 2.29997e+06
1.94110e+03 -2.11773e+01 2.29997e+06
1.91642e+03 -2.11793e+01 2.29997e+06
1.89185e+03 -2.11956e+01 2.29997e+06
1.86753e+03 -2.12101e+01 2.29997e+06
1.84382e+03 -2.12380e+01 2.29997e+06
1.82039e+03 -2.12654e+01 2.29997e+06
1.79821e+03 -2.12763e+01 2.29997e+06
1.77674e+03 -2.12930e+01 2.29997e+06
1.75557e+03 -2.13085e+01 2.29997e+06
1.73502e+03 -2.13364e+01 2.29997e+06
1.71508e+03 -2.13526e+01 2.29997e+06
1.69569e+03 -2.13557e+01 2.29997e+06
1.67652e+03 -2.13536e+01 2.29997e+06
1.65763e+03 -2.13565e+01 2.29997e+06
1.63888e+03 -2.13543e+01 2.29997e+06
1.62010e+03 -2.13471e+01 2.29997e+06
1.60148e+03 -2.13333e+01 2.29997e+06
1.58340e+03 -2.13084e+01 2.29997e+06
1.56542e+03 -2.12805e+01 2.29997e+06
1.54810e+03 -2.12639e+01 2.29997e+06
1.53100e+03 -2.12477e+01 2.29997e+06
1.51406e+03 -2.12386e+01 2.29997e+06
1.49774e+03 -2.12137e+01 2.29997e+06
1.48154e+03 -2.11821e+01 2.29997e+06
1.46549e+03 -2.11502e+01 2.29997e+06
1.44968e+03 -2.11133e+01 2.29997e+06
1.43386e+03 -2.10769e+01 2.29997e+06
1.41800e+03 -2.10399e+01 2.29997e+06
1.40229e+03 -2.10048e+01 2.29997e+06
1.38693e+03 -2.09707e+01 2.29997e+06
1.37188e+03 -2.09395e+01 2.29997e+06
1.35716e+03 -2.09007e+01 2.29997e+06
1.34260e+03 -2.08504e+01 2.29997e+06
1.32811e+03 -2.07993e+01 2.29997e+06
1.31378e+03 -2.07501e+01 2.29997e+06
1.29963e+03 -2.06988e+01 2.29997e+06
1.28586e+03 -2.06501e+01 2.29997e+06
1.27224e+03 -2.06077e+01 2.29997e+06
1.25886e+03 -2.05615e+01 2.29997e+06
1.24565e+03 -2.05030e+01 2.29997e+06
1.23249e+03 -2.04460e+01 2.29997e+06
