# Chi2 Rg SupportVolume
4.70672e+03 3.84552e+01 2.29997e+06
4.10485e+03 2.92144e+01 2.29997e+06
4.03273e+03 2.36906e+01 2.29997e+06
3.96884e+03 1.79219e+01 2.29997e+06
3.91010e+03 1.13309e+01 2.29997e+06
3.85707e+03 1.28010e+00 2.29997e+06
3.80622e+03 -9.97024e+00 2.29997e+06
3.75730e+03 -1.28652e+01 2.29997e+06
3.71026e+03 -1.47222e+01 2.29997e+06
3.66496e+03 -1.62429e+01 2.29997e+06
3.62147e+03 -1.73899e+01 2.29997e+06
3.57880e+03 -1.85552e+01 2.29997e+06
3.53734e+03 -1.93486e+01 2.29997e+06
3.49644e+03 -1.99610e+01 2.29997e+06
3.45685e+03 -2.02237e+01 2.29997e+06
3.41855e+03 -2.03137e+01 2.29997e+06
3.38162e+03 -2.01771e+01 2.29997e+06
3.34612e+03 -1.97930e+01 2.29997e+06
3.31140e+03 -1.93568e+01 2.29997e+06
3.27750e+03 -1.88660e+01 2.29997e+06
3.24383e+03 -1.83545e+01 2.29997e+06
3.20989e+03 -1.78043e+01 2.29997e+06
3.17660e+03 -1.72285e+01 2.29997e+06
3.14333e+03 -1.64519e+01 2.29997e+06
3.11018e+03 -1.55956e+01 2.29997e+06
3.07762e+03 -1.46842e+01 2.29997e+06
3.04509e+03 -1.36703e+01 2.29997e+06
3.01287e+03 -1.26481e+01 2.29997e+06
2.98098e+03 -1.16142e+01 2.29997e+06
2.94952e+03 -1.06098e+01 2.29997e+06
2.91805e+03 -9.60596e+00 2.29997e+06
2.88624e+03 -8.53709e+00 2.29997e+06
2.85455e+03 -7.45215e+00 2.29997e+06
2.82319e+03 -6.30630e+00 2.29997e+06
2.79136e+03 -4.98364e+00 2.29997e+06
2.75978e+03 -3.06348e+00 2.29997e+06
2.72858e+03 2.00076e+00 2.29997e+06
2.69814e+03 4.04229e+00 2.29997e+06
2.66840e+03 5.25377e+00 2.29997e+06
2.63899e+03 6.18389e+00 2.29997e+06
2.60978e+03 6.94240e+00 2.29997e+06
2.58142e+03 7.58423e+00 2.29997e+06
2.55344e+03 8.06702e+00 2.29997e+06
2.52539e+03 8.43523e+00 2.29997e+06
2.49733e+03 8.76604e+00 2.29997e+06
2.46921e+03 9.15080e+00 2.29997e+06
2.44103e+03 9.46307e+00 2.29997e+06
2.41299e+03 9.71996e+00 2.29997e+06
2.38504e+03 9.95267e+00 2.29997e+06
2.35749e+03 1.01583e+01 2.29997e+06
2.33032e+03 1.03412e+01 2.29997e+06
2.30359e+03 1.05108e+01 2.29997e+06
2.27739e+03 1.07098e+01 2.29997e+06
2.25175e+03 1.09054e+01 2.29997e+06
2.22634e+03 1.11087e+01 2.29997e+06
2.20187e+03 1.12805e+01 2.29997e+06
2.17772e+03 1.14437e+01 2.29997e+06
2.15383e+03 1.15706e+01 2.29997e+06
2.13064e+03 1.16765e+01 2.29997e+06
2.10800e+03 1.18090e+01 2.29997e+06
