# Chi2 Rg SupportVolume
4.70643e+03 6.84256e+01 2.29997e+06
4.10414e+03 5.79200e+01 2.29997e+06
4.02185e+03 5.44167e+01 2.29997e+06
3.94570e+03 5.30747e+01 2.29997e+06
3.87430e+03 5.25613e+01 2.29997e+06
3.80633e+03 5.17887e+01 2.29997e+06
3.74077e+03 5.09950e+01 2.29997e+06
3.67605e+03 5.01401e+01 2.29997e+06
3.61239e+03 4.93591e+01 2.29997e+06
3.55058e+03 4.87094e+01 2.29997e+06
3.49011e+03 4.80715e+01 2.29997e+06
3.43150e+03 4.74274e+01 2.29997e+06
3.37472e+03 4.66986e+01 2.29997e+06
3.31989e+03 4.59623e+01 2.29997e+06
3.26603e+03 4.52276e+01 2.29997e+06
3.21399e+03 4.45515e+01 2.29997e+06
3.16320e+03 4.39224e+01 2.29997e+06
3.11276e+03 4.33073e+01 2.29997e+06
3.06217e+03 4.27673e+01 2.29997e+06
3.01304e+03 4.22552e+01 2.29997e+06
2.96497e+03 4.17345e+01 2.29997e+06
2.91745e+03 4.12037e+01 2.29997e+06
2.87044e+03 4.06871e+01 2.29997e+06
2.82356e+03 4.01754e+01 2.29997e+06
2.77740e+03 3.96647e+01 2.29997e+06
2.73165e+03 3.91777e+01 2.29997e+06
2.68705e+03 3.87211e+01 2.29997e+06
2.64279e+03 3.82794e+01 2.29997e+06
2.59839e+03 3.78588e+01 2.29997e+06
2.55481e+03 3.74794e+01 2.29997e+06
2.51223e+03 3.70987e+01 2.29997e+06
2.47100e+03 3.67474e+01 2.29997e+06
2.43083e+03 3.64036e+01 2.29997e+06
2.39140e+03 3.60694e+01 2.29997e+06
2.35201e+03 3.57458e+01 2.29997e+06
2.31342e+03 3.54167e+01 2.29997e+06
2.27531e+03 3.51049e+01 2.29997e+06
2.23799e+03 3.48157e+01 2.29997e+06
2.20115e+03 3.45404e+01 2.29997e+06
2.16541e+03 3.42629e+01 2.29997e+06
2.13020e+03 3.40012e+01 2.29997e+06
2.09611e+03 3.37538e+01 2.29997e+06
2.06307e+03 3.35080e+01 2.29997e+06
2.03101e+03 3.32726e+01 2.29997e+06
1.99925e+03 3.30382e+01 2.29997e+06
1.96807e+03 3.28028e+01 2.29997e+06
1.93820e+03 3.25889e+01 2.29997e+06
1.90915e+03 3.23826e+01 2.29997e+06
1.88049e+03 3.21767e+01 2.29997e+06
1.85216e+03 3.19773e+01 2.29997e+06
1.82382e+03 3.17804e+01 2.29997e+06
1.79588e+03 3.15857e+01 2.29997e+06
1.76824e+03 3.14031e+01 2.29997e+06
1.74093e+03 3.12138e+01 2.29997e+06
1.71409e+03 3.10182e+01 2.29997e+06
1.68754e+03 3.08240e+01 2.29997e+06
1.66131e+03 3.06278e+01 2.29997e+06
1.63569e+03 3.04317e+01 2.29997e+06
1.61054e+03 3.02432e+01 2.29997e+06
1.58537e+03 3.00543e+01 2.29997e+06
1.56063e+03 2.98606e+01 2.29997e+06
1.53646e+03 2.96807e+01 2.29997e+06
1.51323e+03 2.95030e+01 2.29997e+06
1.49050e+03 2.93227e+01 2.29997e+06
1.46800e+03 2.91558e+01 2.29997e+06
1.44569e+03 2.89909e+01 2.29997e+06
1.42366e+03 2.88333e+01 2.29997e+06
1.40205e+03 2.86762e+01 2.29997e+06
1.38091e+03 2.85161e+01 2.29997e+06
1.36024e+03 2.83615e+01 2.29997e+06
1.34011e+03 2.82278e+01 2.29997e+06
1.32025e+03 2.80988e+01 2.29997e+06
1.30075e+03 2.79732e+01 2.29997e+06
1.28136e+03 2.78486e+01 2.29997e+06
1.26219e+03 2.77224e+01 2.29997e+06
1.24333e+03 2.76036e+01 2.29997e+06
1.22495e+03 2.74978e+01 2.29997e+06
1.20671e+03 2.73918e+01 2.29997e+06
1.18884e+03 2.72860e+01 2.29997e+06
1.17156e+03 2.71829e+01 2.29997e+06
1.15468e+03 2.70819e+01 2.29997e+06
1.13808e+03 2.69888e+01 2.29997e+06
