# Chi2 Rg SupportVolume
4.70508e+03 4.20974e+01 2.29997e+06
4.09568e+03 3.41209e+01 2.29997e+06
4.01205e+03 2.91977e+01 2.29997e+06
3.93261e+03 2.50724e+01 2.29997e+06
3.85646e+03 2.05765e+01 2.29997e+06
3.78615e+03 1.42810e+01 2.29997e+06
3.71679e+03 7.16207e+00 2.29997e+06
3.64685e+03 -7.78824e+00 2.29997e+06
3.57793e+03 -1.21697e+01 2.29997e+06
3.50967e+03 -1.44175e+01 2.29997e+06
3.44247e+03 -1.64557e+01 2.29997e+06
3.37538e+03 -1.78387e+01 2.29997e+06
3.30987e+03 -1.88919e+01 2.29997e+06
3.24542e+03 -1.94955e+01 2.29997e+06
3.18101e+03 -1.99712e+01 2.29997e+06
3.11913e+03 -2.03486e+01 2.29997e+06
3.06140e+03 -2.05508e+01 2.29997e+06
3.00466e+03 -2.06352e+01 2.29997e+06
2.94937e+03 -2.07301e+01 2.29997e+06
2.89585e+03 -2.07788e+01 2.29997e+06
2.84356e+03 -2.07578e+01 2.29997e+06
2.79234e+03 -2.07669e+01 2.29997e+06
2.74332e+03 -2.07292e+01 2.29997e+06
2.69542e+03 -2.06412e+01 2.29997e+06
2.64740e+03 -2.05411e+01 2.29997e+06
2.60083e+03 -2.04271e+01 2.29997e+06
2.55618e+03 -2.03129e+01 2.29997e+06
2.51333e+03 -2.02112e+01 2.29997e+06
2.47130e+03 -2.01286e+01 2.29997e+06
2.42984e+03 -2.00736e+01 2.29997e+06
2.38920e+03 -2.00480e+01 2.29997e+06
2.34983e+03 -2.00213e+01 2.29997e+06
2.31080e+03 -1.99941e+01 2.29997e+06
2.27235e+03 -1.99838e+01 2.29997e+06
2.23469e+03 -1.99390e+01 2.29997e+06
2.19845e+03 -1.99008e+01 2.29997e+06
2.16304e+03 -1.98668e+01 2.29997e+06
2.12854e+03 -1.98092e+01 2.29997e+06
2.09451e+03 -1.97287e+01 2.29997e+06
2.06120e+03 -1.96407e+01 2.29997e+06
2.02886e+03 -1.95321e+01 2.29997e+06
1.99723e+03 -1.94168e+01 2.29997e+06
1.96653e+03 -1.93167e+01 2.29997e+06
1.93644e+03 -1.92216e+01 2.29997e+06
1.90663e+03 -1.90989e+01 2.29997e+06
1.87778e+03 -1.89812e+01 2.29997e+06
1.84959e+03 -1.88406e+01 2.29997e+06
1.82223e+03 -1.86703e+01 2.29997e+06
1.79502e+03 -1.85047e+01 2.29997e+06
1.76852e+03 -1.83570e+01 2.29997e+06
1.74230e+03 -1.82190e+01 2.29997e+06
1.71625e+03 -1.80848e+01 2.29997e+06
1.69050e+03 -1.79586e+01 2.29997e+06
1.66497e+03 -1.78435e+01 2.29997e+06
1.63960e+03 -1.77359e+01 2.29997e+06
1.61476e+03 -1.76428e+01 2.29997e+06
1.59033e+03 -1.75469e+01 2.29997e+06
1.56629e+03 -1.74649e+01 2.29997e+06
1.54284e+03 -1.73837e+01 2.29997e+06
1.52021e+03 -1.73069e+01 2.29997e+06
1.49823e+03 -1.72353e+01 2.29997e+06
1.47701e+03 -1.71661e+01 2.29997e+06
1.45641e+03 -1.70929e+01 2.29997e+06
1.43641e+03 -1.70320e+01 2.29997e+06
1.41693e+03 -1.69637e+01 2.29997e+06
1.39773e+03 -1.68893e+01 2.29997e+06
1.37882e+03 -1.68164e+01 2.29997e+06
