# Chi2 Rg SupportVolume
4.70607e+03 -2.25146e+01 2.29997e+06
4.10455e+03 2.50045e+01 2.29997e+06
4.03622e+03 3.12584e+01 2.29997e+06
3.97559e+03 3.30610e+01 2.29997e+06
3.91807e+03 3.40795e+01 2.29997e+06
3.86445e+03 3.47335e+01 2.29997e+06
3.81300e+03 3.50930e+01 2.29997e+06
3.76264e+03 3.53192e+01 2.29997e+06
3.71316e+03 3.55493e+01 2.29997e+06
3.66494e+03 3.58951e+01 2.29997e+06
3.61806e+03 3.62024e+01 2.29997e+06
3.57219e+03 3.64829e+01 2.29997e+06
3.52812e+03 3.67843e+01 2.29997e+06
3.48482e+03 3.72133e+01 2.29997e+06
3.44190e+03 3.75915e+01 2.29997e+06
3.40218e+03 3.79716e+01 2.29997e+06
3.36522e+03 3.82951e+01 2.29997e+06
3.32985e+03 3.85824e+01 2.29997e+06
3.29606e+03 3.89390e+01 2.29997e+06
3.26342e+03 3.93029e+01 2.29997e+06
3.23210e+03 3.96544e+01 2.29997e+06
3.20222e+03 4.00344e+01 2.29997e+06
3.17295e+03 4.04079e+01 2.29997e+06
3.14422e+03 4.07901e+01 2.29997e+06
3.11637e+03 4.11861e+01 2.29997e+06
3.08936e+03 4.15925e+01 2.29997e+06
3.06290e+03 4.20059e+01 2.29997e+06
3.03750e+03 4.24490e+01 2.29997e+06
3.01242e+03 4.28814e+01 2.29997e+06
2.98740e+03 4.33083e+01 2.29997e+06
2.96254e+03 4.37516e+01 2.29997e+06
2.93884e+03 4.42161e+01 2.29997e+06
2.91582e+03 4.46780e+01 2.29997e+06
2.89316e+03 4.51367e+01 2.29997e+06
2.87099e+03 4.55733e+01 2.29997e+06
2.84908e+03 4.60031e+01 2.29997e+06
2.82776e+03 4.64354e+01 2.29997e+06
2.80656e+03 4.68728e+01 2.29997e+06
2.78565e+03 4.72913e+01 2.29997e+06
2.76474e+03 4.77000e+01 2.29997e+06
2.74411e+03 4.81036e+01 2.29997e+06
2.72375e+03 4.85045e+01 2.29997e+06
2.70373e+03 4.88889e+01 2.29997e+06
2.68402e+03 4.92737e+01 2.29997e+06
2.66405e+03 4.96597e+01 2.29997e+06
2.64435e+03 5.00592e+01 2.29997e+06
2.62495e+03 5.04615e+01 2.29997e+06
2.60564e+03 5.08670e+01 2.29997e+06
2.58595e+03 5.12757e+01 2.29997e+06
2.56622e+03 5.16891e+01 2.29997e+06
2.54694e+03 5.20819e+01 2.29997e+06
2.52753e+03 5.24668e+01 2.29997e+06
2.50843e+03 5.28472e+01 2.29997e+06
2.48948e+03 5.32204e+01 2.29997e+06
2.47023e+03 5.35936e+01 2.29997e+06
2.45082e+03 5.39610e+01 2.29997e+06
2.43145e+03 5.43201e+01 2.29997e+06
2.41199e+03 5.46683e+01 2.29997e+06
2.39247e+03 5.50105e+01 2.29997e+06
2.37288e+03 5.53454e+01 2.29997e+06
2.35331e+03 5.56667e+01 2.29997e+06
2.33366e+03 5.59795e+01 2.29997e+06
2.31381e+03 5.62899e+01 2.29997e+06
2.29493e+03 5.65841e+01 2.29997e+06
2.27655e+03 5.68607e+01 2.29997e+06
2.25816e+03 5.71301e+01 2.29997e+06
2.23992e+03 5.73910e+01 2.29997e+06
2.22218e+03 5.76335e+01 2.29997e+06
2.20501e+03 5.78563e+01 2.29997e+06
2.18788e+03 5.80714e+01 2.29997e+06
2.17105e+03 5.82752e+01 2.29997e+06
2.15443e+03 5.84690e+01 2.29997e+06
2.13766e+03 5.86585e+01 2.29997e+06
2.12096e+03 5.88431e+01 2.29997e+06
2.10422e+03 5.90221e+01 2.29997e+06
2.08742e+03 5.91996e+01 2.29997e+06
2.07067e+03 5.93712e+01 2.29997e+06
2.05395e+03 5.95379e+01 2.29997e+06
2.03769e+03 5.96919e+01 2.29997e+06
2.02139e+03 5.98425e+01 2.29997e+06
2.00504e+03 5.99909e+01 2.29997e+06
1.98856e+03 6.01381e+01 2.29997e+06
1.97199e+03 6.02834e+01 2.29997e+06
1.95595e+03 6.04185e+01 2.29997e+06
1.93999e+03 6.05494e+01 2.29997e+06
